id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
59621,59803,106625,4662,,4Gam Crv,Gienah,12.263437,-17.541929,47.1032,-159.58,22.31,-4,2.58,-0.785,B8III,-0.107,-44.805937,-3.095058,-14.197066,-0.00000015,0.00003652,0.00000609,3.21056040742538,-0.306164425583095,-0.0000007736656714,0.000000108161932,Gam,4,Crv,1,59621,,179.473362683253,,,
59945,60129,107259,4689,,15Eta Vir,Zaniah,12.331766,-0.666803,81.367,-59.14,-23.13,2,3.89,-0.662,A2IV,0.026,-81.054806,-7.05786,-0.946921,-0.00000396,0.00002307,-0.00000915,3.22844873421041,-0.011637912202285,-0.0000002867188107,-0.000000112137404,Eta,15,Vir,1,59945,,160.250723888142,,,
60075,60260,107446,4700,,Eps Cru,Ginan,12.356031,-60.401147,70.4722,-171.06,91.82,-5,3.59,-0.65,K3/K4III,1.389,-34.656852,-3.239447,-61.275879,-0.00003008,0.00005588,0.00001994,3.23480133943003,-1.05419887988569,-0.000000829322282,0.000000445155921,Eps,,Cru,1,60075,,158.489319246111,,,
60457,60644,108147,,,,Tupã,12.429557,-64.022088,38.0807,-181.6,-60.8,0,6.99,4.086,F8/G0V,0.537,-16.574938,-1.871712,-34.233139,0.00000626,0.00003444,-0.00000492,3.25405035531062,-1.11739622520877,-0.0000008804216439,-0.000000294766717,,,Cru,1,60457,,2.02115676696075,,,
60530,60718,108248,4730,,Alp1Cru,Acrux,12.443311,-63.099092,98.7167,-35.37,-14.73,-11,0.77,-4.202,B0.5IV,-0.243,-44.363755,-5.171957,-88.034513,0.00000934,0.00001813,0.00000684,3.25765128156226,-1.10128690286423,-0.0000001714785988,-0.000000071413055,Alp-1,,Cru,1,60530,,4176.37992950974,,,
60731,60936,,,,,3C 273,12.485193,2.052398,100000,-11.01,4.38,0,12.88,-7.12,,0.12,-99130.70606,-12660.058622,3581.344963,-0.00060072,0.00530397,0.00212194,3.26861581594262,0.0358211098048412,-0.0000000533779862,0.000000021234839,,,Vir,1,60731,,61376.2005164793,,13.034,12.694
60776,60965,108767,4757,,7Del Crv,Algorab,12.497739,-16.515432,26.6312,-209.97,-139.3,9,2.94,0.813,B9.5V,-0.012,-25.316094,-3.317674,-7.57057,-0.0000072,0.00002639,-0.00001986,3.27190043482126,-0.288248674272749,-0.0000010179632851,-0.000000675345457,Del,7,Crv,1,60776,,41.1907784867738,,,
60893,61084,108903,4763,,Gam Cru,Gacrux,12.519429,-57.113212,27.1518,27.94,-264.33,21,1.59,-0.579,M4III,1.6,-14.606901,-1.998688,-22.800748,0.00001789,-0.00000126,-0.00003693,3.27757892924825,-0.996813589195009,0.0000001354569423,-0.000001281508001,Gam,,Cru,1,60893,,148.456767505227,,,
60986,61177,109246,,,,Funi,12.535406,74.489551,66.0502,-171.02,-46.61,0,8.75,4.651,G0,0.645,-17.489575,-2.467324,63.644764,-0.00002189,0.00005221,-0.00000399,3.28176164112688,1.30008792674801,-0.0000008291283565,-0.000000225971656,,,Dra,1,60986,,1.20115761793758,,,
61124,61317,109358,4785,Gl 475,8Bet CVn,Chara,12.562411,41.35748,8.4395,-705.06,292.93,6.6,4.24,4.608,G0V,0.588,-6.266213,-0.929293,5.576481,-0.00000141,0.00002895,0.00001346,3.28883162351081,0.721824191441248,-0.0000034182273361,0.000001420164714,Bet,8,CVn,1,61124,,1.24968339721122,,,
61166,61359,109379,4786,,9Bet Crv,Kraz,12.573121,-23.396759,44.6628,0.86,-56,-8,2.65,-0.6,G5II,0.893,-40.529889,-6.127261,-17.73539,0.00001221,0.00000166,-0.00000788,3.29163530048223,-0.408350480587034,0.0000000041693977,-0.000000271495661,Bet,9,Crv,1,61166,,151.356124843621,,,
61748,61941,110379,4825,Gl 482A,29Gam Vir,Porrima,12.694345,-1.449375,11.685,-616.66,60.66,-19.9,2.74,2.402,F0V+...,0.368,-11.488622,-2.111702,-0.295552,0.00001361,0.00003802,0.00000395,3.32337177354463,-0.0252963627301925,-0.0000029896520425,0.000000294087978,Gam,29,Vir,1,61748,Gl 482,9.53235043920515,,,
62030,62223,110914,4846,,,La Superba,12.752174,45.440256,320.5128,-2.2,13.05,12,5.42,-2.109,C7Iab,2.994,-220.542536,-43.99915,228.371602,0.00000505,0.00000449,0.00002297,3.33851142167337,0.793082081596619,-0.000000010665901,0.000000063268185,,,CVn,1,62030,,607.575146105741,Y,5.635,5.285
62228,62423,111335,4863,,7    Dra,Tianyi,12.792873,66.790304,227.2727,1.64,-4.71,8,5.43,-1.353,K5III,1.567,-87.644943,-18.458661,208.879282,-0.00000745,-0.00000342,0.00000547,3.34916627757076,1.16571071619617,0.0000000079509444,-0.000000022834724,,7,Dra,1,62228,,302.830769426578,,,
62239,62434,111123,4853,,Bet Cru,Mimosa,12.795359,-59.688764,85.3971,-48.24,-12.82,16,1.25,-3.407,B0.5III,-0.238,-42.168771,-8.909619,-73.723149,-0.00000773,0.00001878,-0.00001681,3.34981702660145,-1.04176544983974,-0.0000002338741195,-0.000000062153113,Bet,,Cru,1,62239,,2008.16780418399,Bet,1.267,1.237
62257,62452,,,Gl 486,,Gar,12.799065,9.751397,8.3703,-1007.72,-461.01,18.8,11.39,11.776,M4,1.563,-8.06968,-1.713193,1.417736,-0.00003013,0.0000354,-0.00001518,3.35078734131131,0.170193989403955,-0.0000048855644217,-0.000002235039548,,,Vir,1,62257,,0.00169668023234646,,11.461,11.301
62757,62956,112185,4905,,77Eps UMa,Alioth,12.900472,55.959821,25.31,111.74,-8.99,-9,1.76,-0.256,A0p,-0.022,-13.775959,-3.309169,20.972944,0.00000732,-0.00001234,-0.00000824,3.37733559014456,0.976683126633446,0.0000005417308067,-0.000000043584749,Eps,77,UMa,1,62757,,110.255433210222,Eps,1.776,1.746
62876,63076,112429,4916,,8    Dra,Taiyi,12.924598,65.438474,29.2912,-4.63,-30.38,9,5.23,2.896,A5n,0.303,-11.820552,-2.918495,26.640872,-0.00000768,-0.00000122,0.00000658,3.38365181058986,1.14211682024404,-0.0000000224468734,-0.000000147286396,,8,Dra,1,62876,,6.047835918818,IR,5.253,5.193
62890,63090,112300,4910,,43Del Vir,Minelauva,12.926725,3.39747,60.8273,-471.44,-52.81,-18,3.39,-0.53,M3III,1.571,-58.94191,-14.587593,3.604756,-0.00001646,0.00013914,-0.00001664,3.38420856095086,0.05929704173659,-0.0000022856056156,-0.000000256030104,Del,43,Vir,1,62890,,141.905752168909,,,
62925,63125,112413,4915,,12Alp2CVn,Cor Caroli,12.933807,38.31838,35.1989,-233.43,54.98,-3,2.89,0.157,A0spe...,-0.115,-26.795114,-6.684223,21.824384,-0.00000166,0.00004064,0.00000546,3.38606271761997,0.668781890317409,-0.0000011317005745,0.000000266550561,Alp-2,12,CVn,1,62925,,75.3702576688426,Alp-2,2.943,2.863
63405,63608,113226,4932,,47Eps Vir,Vindemiatrix,13.036278,10.95915,33.6022,-275.05,19.96,-14,2.85,0.218,G8IIIvar,0.934,-31.782664,-8.840495,6.38806,0.00000213,0.0000471,0.00000047,3.41288954304975,0.191273256727088,-0.0000013334800284,0.00000009676881,Eps,47,Vir,1,63405,,71.2524824752267,,,
64037,64241,114378,4968,Gl 501A,42Alp Com,Diadem,13.166469,17.529431,17.8253,-445.95,129.69,-11.6,4.32,3.065,F5V,0.455,-16.211012,-5.110375,5.368871,0.00000242,0.00004117,0.00000711,3.44697358226718,0.305946293605042,-0.0000021620266084,0.000000628754862,Alp,42,Com,1,64037,Gl 501,5.17606831950568,,,
65173,65378,116656,5054,GJ 3783A,79Zet UMa,Mizar,13.398747,54.925362,26.3089,121.23,-22.01,-5.6,2.23,0.129,A2V,0.057,-14.115808,-5.413302,21.531272,0.00000646,-0.00001408,-0.0000063,3.50778385472172,0.958628404309454,0.0000005877396249,-0.000000106707491,Zet,79,UMa,1,65173,GJ 3783,77.3392578048997,,2.336,2.196
65221,65426,116434,,,,Matza,13.41003,-51.504458,97.9432,-34.05,-19.27,0,7.01,2.055,A2V,0.093,-56.858287,-21.997276,-76.655891,0.00000085,0.00001766,-0.0000057,3.51073776655824,-0.898922366456465,-0.0000001650790582,-0.000000093423596,,,Cen,1,65221,,13.121998990192,,,
65269,65474,116658,5056,,67Alp Vir,Spica,13.419883,-11.161322,76.5697,-42.5,-31.73,1,0.98,-3.44,B1V,-0.235,-69.990853,-27.285826,-14.82176,-0.00000454,0.00001516,-0.00001175,3.51331721809913,-0.194801818024575,-0.0000002060458142,-0.00000015383138,Alp,67,Vir,1,65269,,2070.14134879104,Alp,1.001,0.961
65272,65477,116842,5062,GJ 3785,80    UMa,Alcor,13.420413,54.987958,25.0564,120.35,-16.94,-8.9,3.99,1.995,A5V SB,0.169,-13.393436,-5.223608,20.521915,0.00000861,-0.00001233,-0.00000864,3.51345583039107,0.959720908384926,0.0000005834732645,-0.000000082127437,,80,UMa,1,65272,,13.8675582887189,,,
65839,66047,117618,,,,Dofida,13.54043,-47.271363,37.9651,25.04,-124.63,0,7.17,4.273,G2V,0.603,-23.693773,-10.109418,-27.888234,0.00001731,0.00000237,-0.00001556,3.54487632622677,-0.825040921953788,0.0000001213973456,-0.00000060422329,,,Cen,1,65839,,1.7013748158992,,,
65983,66192,118203,,,,Liesma,13.567381,53.728529,88.574,-87.84,-78.43,0,8.05,3.313,K0,0.699,-48.051398,-20.903886,71.410393,-0.00003994,0.00002375,-0.00001992,3.55193212072205,0.937739731905521,-0.000000425860337,-0.000000380239369,,,UMa,1,65983,,4.11907784867737,,,
66040,66249,118098,5107,GJ 3792,79Zet Vir,Heze,13.57822,-0.59582,22.7118,-278.89,48.56,-13.2,3.38,1.599,A3V,0.114,-20.799365,-9.118725,-0.236175,-0.00000002,0.00003352,0.00000549,3.55476968115236,-0.0103990230266738,-0.0000013520968737,0.000000235425523,Zet,79,Vir,1,66040,,19.9710086602818,,,
67088,67301,120315,5191,,85Eta UMa,Alkaid,13.792354,49.313265,31.8674,-121.23,-15.56,-11,1.85,-0.667,B3V SB,-0.099,-18.529548,-9.394541,24.164506,-0.00000355,0.0000192,-0.0000101,3.61082990127828,0.86067883892618,-0.0000005877396249,-0.000000075437008,Eta,85,UMa,1,67088,,160.990407621571,,,
67711,67927,121370,5235,Gl 534,8Eta Boo,Muphrid,13.911411,18.397717,11.396,-60.95,-358.1,1,2.68,2.396,G0IV,0.58,-9.487671,-5.188142,3.596709,-0.00000795,-0.00000051,-0.00001845,3.64199895242804,0.321100735969337,-0.0000002954939383,-0.00000173611779,Eta,8,Boo,1,67711,,9.58517397685646,,,
68483,68702,122451,5267,,Bet Cen,Hadar,14.063729,-60.373039,120.1923,-33.96,-25.06,6,0.61,-4.789,B1III,-0.231,-50.954051,-30.56287,-104.478695,-0.00000189,0.00002194,-0.00001255,3.68187566037615,-1.0537083140752,-0.0000001646427259,-0.000000121494308,Bet,,Cen,1,68483,,7171.33482657721,Bet,0.634,0.594
68537,68756,123299,5291,,11Alp Dra,Thuban,14.073165,64.37585,92.9368,-56.52,17.19,-13,3.67,-1.171,A0III SB,-0.049,-34.416017,-20.758849,83.796391,-0.00000225,0.00002838,-0.00000864,3.68434590635394,1.12357054822037,-0.0000002740166922,0.000000083339471,Alp,11,Dra,1,68537,,256.094351715677,,,
68714,68933,123139,5288,Gl 539,5The Cen,Menkent,14.111395,-36.369954,18.0343,-519.29,-517.87,1.3,2.06,0.78,K0IIIb,1.011,-12.358808,-7.624204,-10.694288,-0.0000019,0.00005217,-0.00003724,3.69435454809658,-0.634775452665311,-0.0000025175889618,-0.000002510704607,The,5,Cen,1,68714,,42.4619563946313,,,
69205,69427,124294,5315,,98Kap Vir,Kang,14.214929,-10.273702,78.125,8.04,140.79,-4,4.18,-0.284,K3III,1.323,-64.306477,-42.119366,-13.933635,-0.00000292,-0.00000555,0.0000532,3.72145979706642,-0.179309922519675,0.0000000389790199,0.00000068256918,Kap,98,Vir,1,69205,,113.135786411956,,,
69451,69673,124897,5340,Gl 541,16Alp Boo,Arcturus,14.26103,19.18241,11.2575,-1093.45,-1999.4,-5,-0.05,-0.307,K2IIIp,1.239,-8.823448,-5.932531,3.698938,-0.00005905,0.0000322,-0.00010473,3.73352902854209,0.334796218058621,-0.00000530119519,-0.000009693364729,Alp,16,Boo,1,69451,,115.557995540213,,,
69479,69701,124850,5338,GJ 9473,99Iot Vir,Syrma,14.266908,-6.000547,22.237,-25.84,-419.84,14.6,4.07,2.335,F7V,0.511,-18.333625,-12.367873,-2.324624,-0.00000995,-0.00000335,-0.00004657,3.73506784983627,-0.104729295115365,-0.0000001252758551,-0.000002035441756,Iot,99,Vir,1,69479,,10.1391138573668,,,
69510,69732,125162,5351,GJ 3837,19Lam Boo,Xuange,14.273074,46.088305,30.3582,-187.42,159.01,-8.1,4.18,1.769,A0sh,0.087,-17.435524,-11.802923,21.870286,0.00000326,0.00003551,0.00001026,3.73668207541925,0.804392674394539,-0.0000009086378001,0.000000770902233,Lam,19,Boo,1,69510,,17.0765447281387,,,
69751,69974,125337,5359,,100Lam Vir,Khambalia,14.318498,-13.371095,57.1755,-17.12,29.39,-11,4.52,0.734,A1V,0.128,-45.689342,-31.728277,-13.222219,0.00000474,0.00000907,0.00001053,3.74857393674911,-0.233369630241025,-0.0000000830001021,0.00000014248674,Lam,100,Vir,1,69751,,44.2996199100364,,,
70532,70755,126868,5409,Gl 550.2A,105Phi Vir,Elgafar,14.470038,-2.227957,36.2582,-140.94,-2.92,-10.1,4.81,2.013,G2III,0.693,-28.915866,-21.829712,-1.409548,-0.00000667,0.000026,-0.00000011,3.78824718015649,-0.0388851878698912,-0.0000006832964014,-0.000000014156559,Phi,105,Vir,1,70532,Gl 550.2,13.6395486750664,,,
70666,70890,,,Gl 551,,Proxima Centauri,14.495985,-62.679485,1.2959,-3775.64,768.16,-16,11.01,15.447,M5Ve,1.807,-0.472264,-0.361451,-1.151219,-0.00001186,0.00002079,0.00001675,3.79503991683158,-1.09396338473328,-0.0000183048192485,0.000003724144768,,,Cen,1,70666,,0.0000577032135333,V645,11.079,10.939
70851,71075,127762,5435,,27Gam Boo,Seginus,14.534636,38.308253,26.6099,-115.55,151.87,-37,3.04,0.915,A7IIIvar,0.191,-16.449442,-12.860715,16.49506,0.00002378,0.00003751,-0.00000808,3.80515885823068,0.66860513750719,-0.0000005602022079,0.000000736286536,Gam,27,Boo,1,70851,,37.4973002245483,Gam,3.052,3.032
71453,71681,128621,5460,Gl 559B,Alp2Cen,Toliman,14.660346,-60.8383,1.3248,-3678.19,481.84,-26.2,1.35,5.739,K1V,0.9,-0.495181,-0.413973,-1.156674,-0.00000722,0.00002476,0.00002491,3.83806957077723,-1.06182864877042,-0.0000178323683168,0.000002336026238,Alp-2,,Cen,2,71456,Gl 559,0.440960816450638,,,
71456,71683,128620,5459,Gl 559A,Alp1Cen,Rigil Kentaurus,14.660765,-60.833976,1.3248,-3678.19,481.84,-26.2,-0.01,4.379,G2V,0.71,-0.495203,-0.414084,-1.156625,-0.00000722,0.00002476,0.00002491,3.83817921177723,-1.06175317577042,-0.0000178323683168,0.000002336026238,Alp-1,,Cen,1,71456,Gl 559,1.54312106565779,,0.113,-0.087
71879,72105,129988,5505,,36Eps Boo,Izar,14.749784,27.074222,62.1118,-50.65,20,-23,2.35,-1.616,A0,0.966,-41.582771,-36.462926,28.269741,0.00000775,0.00002708,-0.00000534,3.86148433836637,0.47253432342394,-0.0000002455581292,0.000000096962736,Eps,36,Boo,1,71879,,385.833559905351,,,
72113,72339,130322,,,,Mönch,14.792424,-0.281476,31.7058,-129.6,-140.79,0,8.04,5.534,K0III,0.781,-23.603748,-21.168292,-0.15576,-0.00001322,0.0000149,-0.00002164,3.87264757621286,-0.004912682480325,-0.00000062831853,-0.00000068256918,,,Vir,1,72113,,0.532598574849062,,,
72261,72487,130945,5533,,38    Boo,Merga,14.821853,46.116205,48.9956,-7.35,-77.32,-5,5.76,2.309,F7IVw,0.482,-25.109461,-22.870123,35.313409,-0.00000834,-0.00000524,-0.00001642,3.8803520622042,0.804879621993051,-0.0000000356338055,-0.000000374857937,,38,Boo,1,72261,,10.3848445500827,,,
72380,72607,131873,5563,,7Bet UMi,Kochab,14.845105,74.155505,40.1445,-32.29,11.91,17,2.07,-0.948,K4IIIvar,1.465,-8.058164,-7.429707,38.619407,-0.00000611,0.00000291,0.00001736,3.88643929021955,1.29425771723645,-0.0000001565463375,0.000000057741309,Bet,7,UMi,1,72380,,208.545104769317,,,
72396,72622,130841,5531,Gl 564.1,9Alp2Lib,Zubenelgenubi,14.847977,-16.041778,23.2396,-105.69,-69,-46.7,2.75,0.919,A3IV,0.147,-16.408581,-15.151818,-6.421874,0.00002722,0.00004135,0.00000573,3.88719116950368,-0.279981846062591,-0.000000512399579,-0.000000334521439,Alp-2,9,Lib,1,72396,,37.35940922588,,,
72619,72845,131496,,,,Arcalís,14.88973,18.235401,110.011,44.44,-36.46,0,7.8,2.593,K0,1.039,-75.984659,-71.719466,34.424841,0.00001184,-0.00002141,-0.00001847,3.898122141198,0.318267790323164,0.0000002154511996,-0.000000176763067,,,Boo,1,72619,,7.99466002520316,,,
72910,73136,133086,,,,Baekdu,14.946759,74.900927,160,13.5,5.65,0,6.83,0.809,K0,0.985,-29.878814,-29.05737,154.476295,0.00001033,-0.00000456,0.00000114,3.91305224268616,1.30726778767976,0.0000000654498469,0.000000027391972,,8,UMi,1,72910,,41.3428108047135,,,
73327,73555,133208,5602,,42Bet Boo,Nekkar,15.032436,40.390566,69.0608,-40.2,-29.22,-20,3.49,-0.706,G8III,0.956,-36.876434,-37.508062,44.750903,-0.00000312,0.00001602,-0.00002071,3.93548254066788,0.704948356452626,-0.0000001948950996,-0.000000141662557,Bet,42,Boo,1,73327,,166.878351136539,,,
73486,73714,133216,5603,,20Sig Lib,Brachium,15.067839,-25.281965,88.4173,-71.85,-44.69,-4,3.25,-1.483,M3/M4III,1.674,-55.51919,-57.527085,-37.760649,-0.00001391,0.00002993,-0.00001557,3.94475098903699,-0.441253523803289,-0.0000003483386295,-0.000000216663233,Sig,20,Lib,1,73486,,341.350072949311,Sig,3.351,3.181
74556,74785,135742,5685,,27Bet Lib,Zubeneschamali,15.283449,-9.382917,56.7537,-96.39,-20.76,-35,2.61,-1.16,B8V,-0.071,-36.549398,-42.420251,-9.252607,0.00000357,0.00004477,0.0000002,4.00119752702082,-0.16376280166405,-0.0000004673119067,-0.00000010064732,Bet,27,Lib,1,74556,,253.512863049791,,,
74732,74961,136418,,,,Nikawiy,15.318385,41.733207,98.2318,-19.72,-181.65,0,7.88,2.919,G5,0.93,-47.33943,-55.9706,65.389271,-0.00004435,-0.0000379,-0.00006455,4.01034381645399,0.728381863189562,-0.0000000956052578,-0.00000088066405,,,Boo,1,74732,,5.92106733564661,,,
74868,75097,137422,5735,,13Gam UMi,Pherkad,15.345483,71.834016,149.2537,-18.03,17.68,-4,3,-2.87,A3II-III,0.058,-29.797327,-35.741213,141.814461,-0.00000142,0.00001867,0.0000001,4.01743804114582,1.25374009300676,-0.0000000874119066,0.000000085715058,Gam,13,UMi,1,74868,,1224.61619926505,Gam,3.016,2.996
75182,75411,137391,5733,GJ 3903A,51Mu 1Boo,Alkalurops,15.408181,37.377167,34.6861,-147.68,84.69,-8.6,4.31,1.609,F0V,0.309,-17.300377,-21.457918,21.056469,-0.00000952,0.00002776,0.00000598,4.03385223523762,0.652354623651178,-0.0000007159728434,0.000000410588706,Mu-1,51,Boo,1,75182,GJ 3903,19.7879133523374,,,
75229,75458,137759,5744,,12Iot Dra,Edasich,15.415494,58.966065,31.027,-8.27,17.3,-11,3.29,0.831,K2III,1.166,-10.015969,-12.471787,26.585776,0.00000406,0.00000704,-0.0000083,4.0357669491767,1.0291519898867,-0.0000000400940914,0.000000083872766,Iot,12,Dra,1,75229,,40.5135220229264,,,
75466,75695,137909,5747,,3Bet CrB,Nusakan,15.463818,29.105703,34.2818,-181.39,86.84,-19,3.66,0.985,F0p,0.319,-18.45833,-23.589253,16.675351,-0.00000895,0.00003748,0.00000316,4.04841817421907,0.50799034185675,-0.0000008794035352,0.0000004210122,Bet,3,CrB,1,75466,,35.1560440528298,Bet,3.683,3.653
76035,76267,139006,5793,,5Alp CrB,Alphecca,15.578128,26.714693,23.0097,120.38,-89.44,2,2.22,0.41,A0V,0.032,-12.176093,-16.558746,10.343974,0.00000708,-0.00001304,-0.00000799,4.0783442886637,0.466259350848144,0.0000005836187087,-0.000000433617355,Alp,5,CrB,1,76035,,59.7035286583837,Alp,2.289,2.209
76100,76333,138905,5787,GJ 3912,38Gam Lib,Zubenelhakrabi,15.592105,-14.789537,50.025,65.67,6.93,-28.2,3.91,0.414,K0III,1.007,-28.510476,-39.071229,-12.769777,0.00002905,0.00001279,0.00000899,4.08200351280001,-0.258126111021105,0.000000318377144,0.000000033597588,Gam,38,Lib,1,76100,,59.4839774069221,,,
76118,76351,137388,,,,Karaka,15.594462,-80.204587,39.2311,-47.57,44.04,0,8.71,5.742,K0/K1V,0.891,-3.930997,-5.39398,-38.659171,-0.00001217,-0.00000134,0.00000142,4.08262067102366,-1.39983411377049,-0.0000002306258678,0.000000213511944,,,Aps,1,76118,,0.439744078447369,,8.764,8.644
76835,77070,140573,5854,Gl 596.2,24Alp Ser,Unukalhai,15.737798,6.425627,22.6757,134.66,44.14,2.7,2.63,0.852,K2III,1.167,-12.5786,-18.695648,2.537718,0.00001105,-0.00001009,0.00000513,4.12014598643839,0.112148346471632,0.0000006528501022,0.000000213996758,Alp,24,Ser,1,76835,,39.7374505061463,,,
77214,77450,141477,5879,,35Kap Ser,Gudja,15.812327,18.141564,117.096,-51.78,-88.72,-39,4.09,-1.253,M1III,1.616,-60.303137,-93.518027,36.45959,-0.00001266,0.00003461,-0.00006028,4.13965760943042,0.316630016391401,-0.0000002510365238,-0.000000430126697,Kap,35,Ser,1,77214,,276.184944207529,,,
77868,78104,142669,5928,,5Rho Sco,Iklil,15.948077,-29.214073,144.7178,-15.2,-25.1,3.3,3.87,-1.933,B2IV/V,-0.199,-64.636099,-108.519131,-70.633018,-0.00000627,0.00001031,-0.00001702,4.17519683119781,-0.509881764772039,-0.0000000736916794,-0.000000121688233,Rho,5,Sco,1,77868,,516.65424256695,,,
78029,78265,143018,5944,,6Pi  Sco,Fang,15.980865,-26.114105,179.5332,-12,-25.71,-3,2.89,-3.381,B1V + B2V,-0.18,-81.301517,-139.203202,-79.023364,-0.00000266,0.00001615,-0.00001874,4.18378064394564,-0.455777117648974,-0.0000000581776417,-0.000000124645597,Pi,6,Sco,1,78029,,1960.6496672266,Pi,2.913,2.873
78165,78401,143275,5953,,7Del Sco,Dschubba,16.005557,-22.62171,150.6024,-8.67,-36.9,-7,2.29,-3.599,B0.2IV,-0.117,-69.332609,-120.492107,-57.928452,0.00000298,0.00001787,-0.00002211,4.19024512520822,-0.39482331934217,-0.0000000420333461,-0.000000178896248,Del,7,Sco,1,78165,,2396.62452940864,Del,2.299,2.279
78580,78820,144217,5984,,8Bet1Sco,Acrab,16.09062,-19.805453,123.9157,-6.75,-24.89,-1,2.56,-2.906,B0.5V,-0.065,-55.881427,-102.320756,-41.98604,-0.00000067,0.00000723,-0.00001372,4.21251438265692,-0.345670369863594,-0.0000000327249234,-0.000000120670125,Bet-1,8,Sco,1,78580,,1265.90174930025,,,
78804,79043,145001,6008,,7Kap Her,Marsic,16.134591,17.04698,112.7396,-34.29,-5.46,-11,5,-0.26,G8III,0.931,-50.571259,-95.186266,33.050231,-0.00001191,0.00001752,-0.00000615,4.22402595837715,0.297525931380272,-0.0000001662426111,-0.000000026470826,Kap,7,Her,1,78804,,110.662378397767,,,
78979,79219,145457,,,,Kamuy,16.167754,26.74275,125.3133,-18.35,37.66,-4.6,6.57,1.08,K0III,1.037,-51.645678,-99.279411,56.389141,-0.0000032,0.000018,0.00001831,4.23270817957103,0.46674903358228,-0.0000000889633104,0.000000182580832,,,CrB,1,78979,,32.2106879128343,,,
79134,79374,145502,6027,,14Nu  Sco,Jabbah,16.199926,-19.460708,145.3488,-9.7,-25.25,2,4,-1.812,B2IV,0.076,-62.219516,-122.106847,-48.424462,-0.00000427,0.00000667,-0.00001746,4.24113079251439,-0.339653432135223,-0.000000047026927,-0.000000122415454,Nu,14,Sco,1,79134,,462.168136092245,,,
79191,79431,,,,,Sharjah,16.211604,-18.875503,14.3968,24.12,-210.89,0,11.34,10.549,,1.486,-6.147626,-12.156552,-4.657551,0.00000365,0.00000349,-0.00001393,4.24418794119927,-0.329439681206237,0.0000001169370598,-0.00000102242357,,,Sco,1,79191,,0.00525291048450048,,11.396,11.286
79352,79593,146051,6056,,1Del Oph,Yed Prior,16.239094,-3.694323,52.4659,-45.83,-142.91,-20,2.73,-0.869,M1III,1.584,-23.290749,-46.890988,-3.380547,-0.00000032,0.00002556,-0.00003495,4.25138494183654,-0.0644780984132625,-0.0000002221901098,-0.00000069284723,Del,1,Oph,1,79352,,193.909907861485,,,
79640,79882,146791,6075,GJ 3949,2Eps Oph,Yed Posterior,16.305358,-4.692511,32.6371,82.39,40.08,-7.7,3.23,0.661,G8III,0.966,-13.962311,-29.378579,-2.669978,0.00001492,0.00000102,0.00000696,4.26873273908243,-0.0818997607584237,0.0000003994379914,0.000000194313323,Eps,2,Oph,1,79640,,47.3805393338826,,,
79834,80076,147506,,,,Hunor,16.343433,41.048084,114.4165,-10.64,-29.7,0,8.72,3.428,F8,0.463,-36.260076,-78.299814,75.136419,-0.0000099,-0.00000734,-0.00001242,4.27870077663846,0.716424211090449,-0.0000000515841756,-0.000000143989663,,,Her,1,79834,,3.70510056301924,,,
79870,80112,147165,6084,,20Sig Sco,Alniyat,16.353143,-25.592796,213.6752,-10.03,-18.03,3,2.9,-3.749,B1III,0.299,-80.536239,-175.075401,-92.301792,-0.00000722,0.00000916,-0.00001817,4.28124295551539,-0.446678560854178,-0.0000000486268122,-0.000000087411906,Sig,20,Sco,1,79870,,2751.69313280879,Sig,2.928,2.868
80089,80331,148387,6132,Gl 624.1A,14Eta Dra,Athebyne,16.39986,61.514213,28.2326,-16.98,56.68,-13.7,2.73,0.476,G8III,0.91,-5.477258,-12.300885,24.814526,0.00000337,0.00001328,-0.00000862,4.29347337068807,1.07362555443345,-0.000000082321363,0.000000274792394,Eta,14,Dra,1,80089,Gl 624.1,56.1823628134228,,,
80221,80463,148112,6117,,24Ome Her,Cujam,16.423598,14.03327,76.6871,39.39,-59.89,-6,4.57,0.146,B9p Cr,0.002,-29.840058,-68.151905,18.595479,0.00001364,-0.00000537,-0.00002309,4.29968787597095,0.244926758394511,0.0000001909681088,-0.000000290354913,Ome,24,Her,1,80221,,76.1377432456151,Ome,4.588,4.558
80443,80687,148427,,,,Timir,16.474487,-13.39964,59.0319,-37.09,1.45,0,6.89,3.035,K0III/IV,0.95,-22.329431,-52.905718,-13.680158,-0.00000982,0.00000404,0.0000004,4.3130105135978,-0.233867837489267,-0.0000001798173941,0.000000007029798,,,Oph,1,80443,,5.32108259266794,,,
80519,80763,148478,6134,,21Alp Sco,Antares,16.490128,-26.432002,169.7793,-10.16,-23.21,-3,1.06,-5.089,M1Ib + B2.5V,1.865,-58.542602,-140.307591,-75.574766,-0.00000338,0.0000136,-0.00001574,4.31710546600064,-0.461325470595981,-0.0000000492570699,-0.000000112525255,Alp,21,Sco,1,80519,,9453.66045957965,Alp,1.155,0.995
